cell,block,fingerprint,cachedValue,dependencySheets,classificationReasons,formula,normalizedFormula
F20,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A20="""","""",IF($B$4=""compression-negative"",-E20,E20))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G20,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A20="""","""",IF(F20>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H20,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A20="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A20,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I20,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A20="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A20,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J20,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A20="""","""",IF(G20=""COMPRESSION"",H20,I20))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K20,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A20="""","""",IF(G20=""COMPRESSION"",F20/H20,IF(I20>0,ABS(F20)/I20,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L20,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A20="""","""",IF(G20=""COMPRESSION"",IF(K20<=1,""PASS"",""FAIL""),IF(I20<=0,""BLOCK"",IF(K20<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M20,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A20="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A20,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N20,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A20="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A20,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A21,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B14="""","""",SPRING_ASSIGNMENTS!B14)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B21,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A21="""","""",SPRING_ASSIGNMENTS!A14)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C21,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B21="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B21,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D21,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B21="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B21,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E21,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B21="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B21,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F21,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A21="""","""",IF($B$4=""compression-negative"",-E21,E21))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G21,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A21="""","""",IF(F21>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H21,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A21="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A21,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I21,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A21="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A21,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J21,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A21="""","""",IF(G21=""COMPRESSION"",H21,I21))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K21,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A21="""","""",IF(G21=""COMPRESSION"",F21/H21,IF(I21>0,ABS(F21)/I21,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L21,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A21="""","""",IF(G21=""COMPRESSION"",IF(K21<=1,""PASS"",""FAIL""),IF(I21<=0,""BLOCK"",IF(K21<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M21,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A21="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A21,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N21,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A21="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A21,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A22,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B15="""","""",SPRING_ASSIGNMENTS!B15)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B22,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A22="""","""",SPRING_ASSIGNMENTS!A15)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C22,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B22="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B22,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D22,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B22="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B22,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E22,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B22="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B22,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F22,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A22="""","""",IF($B$4=""compression-negative"",-E22,E22))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G22,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A22="""","""",IF(F22>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H22,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A22="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A22,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I22,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A22="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A22,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J22,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A22="""","""",IF(G22=""COMPRESSION"",H22,I22))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K22,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A22="""","""",IF(G22=""COMPRESSION"",F22/H22,IF(I22>0,ABS(F22)/I22,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L22,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A22="""","""",IF(G22=""COMPRESSION"",IF(K22<=1,""PASS"",""FAIL""),IF(I22<=0,""BLOCK"",IF(K22<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M22,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A22="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A22,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N22,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A22="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A22,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A23,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B16="""","""",SPRING_ASSIGNMENTS!B16)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B23,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A23="""","""",SPRING_ASSIGNMENTS!A16)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C23,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B23="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B23,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D23,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B23="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B23,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E23,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B23="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B23,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F23,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A23="""","""",IF($B$4=""compression-negative"",-E23,E23))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G23,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A23="""","""",IF(F23>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H23,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A23="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A23,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I23,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A23="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A23,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J23,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A23="""","""",IF(G23=""COMPRESSION"",H23,I23))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K23,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A23="""","""",IF(G23=""COMPRESSION"",F23/H23,IF(I23>0,ABS(F23)/I23,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L23,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A23="""","""",IF(G23=""COMPRESSION"",IF(K23<=1,""PASS"",""FAIL""),IF(I23<=0,""BLOCK"",IF(K23<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M23,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A23="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A23,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N23,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A23="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A23,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A24,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B17="""","""",SPRING_ASSIGNMENTS!B17)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B24,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A24="""","""",SPRING_ASSIGNMENTS!A17)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C24,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B24="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B24,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D24,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B24="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B24,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E24,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B24="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B24,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F24,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A24="""","""",IF($B$4=""compression-negative"",-E24,E24))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G24,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A24="""","""",IF(F24>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H24,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A24="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A24,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I24,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A24="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A24,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J24,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A24="""","""",IF(G24=""COMPRESSION"",H24,I24))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K24,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A24="""","""",IF(G24=""COMPRESSION"",F24/H24,IF(I24>0,ABS(F24)/I24,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L24,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A24="""","""",IF(G24=""COMPRESSION"",IF(K24<=1,""PASS"",""FAIL""),IF(I24<=0,""BLOCK"",IF(K24<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M24,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A24="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A24,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N24,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A24="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A24,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A25,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B18="""","""",SPRING_ASSIGNMENTS!B18)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B25,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A25="""","""",SPRING_ASSIGNMENTS!A18)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C25,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B25="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B25,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D25,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B25="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B25,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E25,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B25="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B25,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F25,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A25="""","""",IF($B$4=""compression-negative"",-E25,E25))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G25,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A25="""","""",IF(F25>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H25,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A25="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A25,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I25,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A25="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A25,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J25,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A25="""","""",IF(G25=""COMPRESSION"",H25,I25))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K25,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A25="""","""",IF(G25=""COMPRESSION"",F25/H25,IF(I25>0,ABS(F25)/I25,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L25,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A25="""","""",IF(G25=""COMPRESSION"",IF(K25<=1,""PASS"",""FAIL""),IF(I25<=0,""BLOCK"",IF(K25<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M25,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A25="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A25,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N25,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A25="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A25,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A26,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B19="""","""",SPRING_ASSIGNMENTS!B19)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B26,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A26="""","""",SPRING_ASSIGNMENTS!A19)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C26,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B26="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B26,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D26,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B26="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B26,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
